,CODE,GEOG,AREA,Year,Bungalow,Flats,House_Detached,House_Terraced,House_Semi,Others
0,E01033626,LSOA,Birmingham 134D,2014,0.0,540.0,0.0,120.0,30.0,0
1,E01033640,LSOA,Birmingham 134E,2014,0.0,630.0,0.0,120.0,50.0,10
2,E02006896,MSOA,Birmingham 135,2014,0.0,3100.0,20.0,190.0,120.0,50
3,E01009378,LSOA,Birmingham 135A,2014,0.0,910.0,20.0,190.0,120.0,40
4,E01033567,LSOA,Birmingham 135B,2014,0.0,760.0,0.0,0.0,0.0,0
5,E01033615,LSOA,Birmingham 135C,2014,0.0,660.0,0.0,0.0,0.0,0
6,E01033616,LSOA,Birmingham 135D,2014,0.0,760.0,0.0,0.0,0.0,0
7,E02006897,MSOA,Birmingham 136,2014,10.0,3820.0,0.0,390.0,30.0,40
8,E01009143,LSOA,Birmingham 136A,2014,10.0,710.0,0.0,170.0,10.0,10
9,E01009146,LSOA,Birmingham 136B,2014,0.0,1420.0,0.0,0.0,0.0,30
10,E01033564,LSOA,Birmingham 136C,2014,0.0,790.0,0.0,20.0,10.0,10
11,E01033639,LSOA,Birmingham 136D,2014,0.0,900.0,0.0,210.0,0.0,0
12,E02006898,MSOA,Birmingham 137,2014,40.0,3290.0,0.0,610.0,70.0,30
13,E01009141,LSOA,Birmingham 137A,2014,0.0,810.0,0.0,200.0,30.0,20
14,E01033565,LSOA,Birmingham 137B,2014,0.0,660.0,0.0,0.0,0.0,0
15,E01033618,LSOA,Birmingham 137C,2014,0.0,810.0,0.0,0.0,0.0,10
16,E01033619,LSOA,Birmingham 137D,2014,10.0,570.0,0.0,200.0,0.0,0
17,E01033627,LSOA,Birmingham 137E,2014,30.0,440.0,0.0,230.0,20.0,0
18,E02006899,MSOA,Birmingham 138,2014,0.0,4000.0,0.0,40.0,0.0,20
19,E01033620,LSOA,Birmingham 138A,2014,0.0,730.0,0.0,0.0,0.0,0
20,E01009200,LSOA,Birmingham 139A,2014,0.0,370.0,80.0,320.0,100.0,10
21,E01009327,LSOA,Birmingham 139B,2014,0.0,20.0,0.0,700.0,0.0,0
22,E01009328,LSOA,Birmingham 139C,2014,0.0,70.0,0.0,920.0,0.0,0
23,E01009331,LSOA,Birmingham 139D,2014,0.0,10.0,0.0,940.0,0.0,0
24,E01009332,LSOA,Birmingham 139E,2014,0.0,220.0,0.0,580.0,40.0,20
25,E01009333,LSOA,Birmingham 139F,2014,0.0,30.0,0.0,760.0,0.0,0
26,E01009335,LSOA,Birmingham 139G,2014,0.0,30.0,0.0,870.0,0.0,0
27,E01009344,LSOA,Birmingham 139H,2014,0.0,160.0,0.0,590.0,30.0,10
28,E02006901,MSOA,Birmingham 140,2014,10.0,440.0,60.0,6060.0,730.0,60
29,E01009339,LSOA,Birmingham 140A,2014,0.0,100.0,0.0,480.0,210.0,10
30,E01009340,LSOA,Birmingham 140B,2014,0.0,90.0,0.0,1410.0,30.0,20
31,E01009382,LSOA,Birmingham 140C,2014,0.0,70.0,20.0,630.0,40.0,10
32,E01009391,LSOA,Birmingham 140D,2014,0.0,80.0,0.0,790.0,0.0,20
33,E01009392,LSOA,Birmingham 140E,2014,0.0,10.0,40.0,530.0,220.0,0
34,E01009393,LSOA,Birmingham 140F,2014,0.0,50.0,0.0,720.0,20.0,10
35,E01033641,LSOA,Birmingham 140G,2014,10.0,50.0,0.0,1530.0,180.0,0
36,E01009109,LSOA,Birmingham 123B,2014,10.0,450.0,0.0,300.0,140.0,0
37,E01009119,LSOA,Birmingham 123C,2014,30.0,160.0,140.0,350.0,380.0,30
38,E01009120,LSOA,Birmingham 123D,2014,0.0,230.0,60.0,330.0,370.0,0
39,E02001950,MSOA,Birmingham 124,2014,500.0,790.0,350.0,870.0,3990.0,40
40,E01009162,LSOA,Birmingham 124A,2014,30.0,180.0,40.0,140.0,880.0,10
41,E01009207,LSOA,Birmingham 124B,2014,0.0,110.0,80.0,40.0,1020.0,0
42,E01009208,LSOA,Birmingham 124C,2014,10.0,100.0,140.0,140.0,1040.0,10
43,E01009209,LSOA,Birmingham 124D,2014,110.0,250.0,50.0,290.0,690.0,10
44,E01009213,LSOA,Birmingham 124E,2014,350.0,140.0,60.0,280.0,360.0,20
45,E02001951,MSOA,Birmingham 125,2014,270.0,820.0,240.0,3230.0,910.0,180
46,E01009155,LSOA,Birmingham 125B,2014,70.0,80.0,0.0,670.0,80.0,0
47,E01009157,LSOA,Birmingham 125D,2014,70.0,90.0,0.0,700.0,100.0,10
48,E01009160,LSOA,Birmingham 125E,2014,10.0,480.0,0.0,310.0,180.0,80
49,E01009161,LSOA,Birmingham 125F,2014,40.0,40.0,100.0,490.0,190.0,90
50,E01033633,LSOA,Birmingham 125G,2014,80.0,130.0,140.0,1090.0,380.0,0
51,E02001952,MSOA,Birmingham 126,2014,220.0,1770.0,260.0,2040.0,1670.0,0
52,E01009117,LSOA,Birmingham 126A,2014,60.0,310.0,50.0,470.0,330.0,0
53,E01009210,LSOA,Birmingham 126B,2014,20.0,300.0,180.0,420.0,360.0,0
54,E01009212,LSOA,Birmingham 126C,2014,40.0,260.0,20.0,380.0,450.0,0
55,E01009214,LSOA,Birmingham 126D,2014,40.0,280.0,0.0,430.0,370.0,0
56,E01009215,LSOA,Birmingham 126E,2014,40.0,620.0,20.0,360.0,190.0,0
57,E02001953,MSOA,Birmingham 127,2014,70.0,470.0,1090.0,1590.0,2110.0,20
58,E01009108,LSOA,Birmingham 127A,2014,20.0,30.0,270.0,130.0,460.0,0
59,E01009111,LSOA,Birmingham 127B,2014,0.0,150.0,60.0,60.0,810.0,0
60,E01009112,LSOA,Birmingham 127C,2014,0.0,90.0,100.0,570.0,440.0,0
61,E01009116,LSOA,Birmingham 127D,2014,10.0,100.0,600.0,100.0,200.0,10
62,E01009118,LSOA,Birmingham 127E,2014,10.0,100.0,60.0,730.0,180.0,10
63,E02001954,MSOA,Birmingham 128,2014,240.0,910.0,200.0,2740.0,1090.0,50
64,E01009107,LSOA,Birmingham 128A,2014,20.0,470.0,20.0,410.0,250.0,10
65,E01009110,LSOA,Birmingham 128B,2014,40.0,170.0,40.0,440.0,320.0,20
66,E01009113,LSOA,Birmingham 128C,2014,60.0,150.0,0.0,700.0,110.0,10
67,E01009114,LSOA,Birmingham 128D,2014,50.0,80.0,40.0,660.0,250.0,0
68,E01009115,LSOA,Birmingham 128E,2014,50.0,70.0,100.0,570.0,170.0,10
69,E02001955,MSOA,Birmingham 129,2014,100.0,640.0,200.0,2020.0,1800.0,40
70,E01009158,LSOA,Birmingham 129A,2014,30.0,70.0,60.0,840.0,370.0,10
71,E01009163,LSOA,Birmingham 129B,2014,40.0,180.0,100.0,510.0,460.0,0
72,E01009165,LSOA,Birmingham 129C,2014,20.0,350.0,40.0,350.0,190.0,20
73,E01009169,LSOA,Birmingham 129D,2014,20.0,30.0,20.0,350.0,770.0,10
74,E02001956,MSOA,Birmingham 130,2014,80.0,700.0,760.0,1050.0,2030.0,20
75,E01009159,LSOA,Birmingham 130A,2014,0.0,250.0,590.0,240.0,340.0,0
76,E01009164,LSOA,Birmingham 130B,2014,40.0,130.0,60.0,350.0,550.0,0
77,E01009167,LSOA,Birmingham 130C,2014,0.0,160.0,0.0,270.0,620.0,0
78,E01009171,LSOA,Birmingham 130D,2014,30.0,180.0,100.0,190.0,560.0,10
79,E02001957,MSOA,Birmingham 131,2014,100.0,400.0,230.0,2190.0,2830.0,10
80,E01009166,LSOA,Birmingham 131A,2014,20.0,140.0,0.0,150.0,620.0,0
81,E01009168,LSOA,Birmingham 131B,2014,10.0,0.0,60.0,560.0,470.0,0
82,E01009170,LSOA,Birmingham 131C,2014,10.0,0.0,20.0,360.0,620.0,0
83,E01009216,LSOA,Birmingham 131D,2014,60.0,240.0,140.0,350.0,610.0,0
84,E01009217,LSOA,Birmingham 131E,2014,0.0,20.0,0.0,720.0,480.0,0
85,E02006807,MSOA,Birmingham 132,2014,90.0,230.0,800.0,550.0,4090.0,20
86,E01009039,LSOA,Birmingham 132A,2014,30.0,20.0,220.0,50.0,940.0,0
87,E01009040,LSOA,Birmingham 132B,2014,30.0,20.0,320.0,0.0,850.0,10
88,E01009041,LSOA,Birmingham 132C,2014,20.0,30.0,40.0,50.0,1080.0,0
89,E01009042,LSOA,Birmingham 132D,2014,10.0,10.0,40.0,340.0,680.0,0
90,E01032589,LSOA,Birmingham 132E,2014,0.0,170.0,200.0,110.0,540.0,10
91,E02006809,MSOA,Birmingham 133,2014,110.0,200.0,2110.0,230.0,3390.0,40
92,E01009262,LSOA,Birmingham 133A,2014,30.0,40.0,270.0,90.0,490.0,40
93,E01009267,LSOA,Birmingham 133B,2014,30.0,110.0,300.0,20.0,560.0,0
94,E01009276,LSOA,Birmingham 133C,2014,0.0,0.0,340.0,40.0,720.0,0
95,E01009278,LSOA,Birmingham 133D,2014,0.0,20.0,340.0,80.0,640.0,0
96,E01009279,LSOA,Birmingham 133E,2014,0.0,10.0,360.0,20.0,540.0,0
97,E01032591,LSOA,Birmingham 133F,2014,10.0,0.0,500.0,0.0,460.0,0
98,E02006895,MSOA,Birmingham 134,2014,30.0,3880.0,50.0,690.0,370.0,70
99,E01008995,LSOA,Birmingham 134A,2014,10.0,1040.0,40.0,300.0,140.0,30
100,E01033557,LSOA,Birmingham 134B,2014,0.0,1100.0,0.0,0.0,0.0,10
101,E01033624,LSOA,Birmingham 134C,2014,20.0,580.0,0.0,150.0,180.0,20
102,E01033622,LSOA,Birmingham 138B,2014,0.0,910.0,0.0,0.0,0.0,10
103,E01033623,LSOA,Birmingham 138C,2014,0.0,1130.0,0.0,40.0,0.0,10
104,E01033625,LSOA,Birmingham 138D,2014,0.0,1240.0,0.0,0.0,0.0,10
105,E02006900,MSOA,Birmingham 139,2014,0.0,900.0,120.0,5680.0,190.0,40
106,E02001889,MSOA,Birmingham 063,2011,0.0,190.0,40.0,1600.0,960.0,10
107,E01009325,LSOA,Birmingham 063A,2011,0.0,30.0,0.0,330.0,290.0,0
108,E01009330,LSOA,Birmingham 063B,2011,0.0,30.0,0.0,420.0,40.0,0
109,E01009336,LSOA,Birmingham 063C,2011,0.0,10.0,0.0,310.0,160.0,0
110,E01009342,LSOA,Birmingham 063D,2011,0.0,10.0,40.0,140.0,460.0,10
111,E01009343,LSOA,Birmingham 063E,2011,0.0,90.0,0.0,400.0,40.0,10
112,E02001890,MSOA,Birmingham 064,2011,20.0,2550.0,1430.0,680.0,490.0,170
113,E01008986,LSOA,Birmingham 064A,2011,0.0,550.0,110.0,30.0,180.0,70
114,E01008987,LSOA,Birmingham 064B,2011,0.0,180.0,20.0,410.0,40.0,10
115,E01008988,LSOA,Birmingham 064C,2011,0.0,690.0,110.0,130.0,160.0,60
116,E01008989,LSOA,Birmingham 064D,2011,0.0,730.0,100.0,10.0,70.0,30
117,E01008990,LSOA,Birmingham 064E,2011,10.0,280.0,330.0,20.0,20.0,10
118,E01008991,LSOA,Birmingham 064F,2011,10.0,120.0,780.0,90.0,0.0,10
119,E02001891,MSOA,Birmingham 065,2011,0.0,100.0,0.0,1950.0,20.0,0
120,E01009341,LSOA,Birmingham 066E,2011,0.0,370.0,20.0,80.0,180.0,10
121,E01009513,LSOA,Birmingham 066F,2011,0.0,140.0,0.0,410.0,240.0,0
122,E02001893,MSOA,Birmingham 067,2011,60.0,660.0,330.0,860.0,2880.0,30
123,E01008881,LSOA,Birmingham 067A,2011,0.0,150.0,20.0,240.0,420.0,10
124,E01008897,LSOA,Birmingham 067B,2011,0.0,40.0,0.0,330.0,420.0,0
125,E01009515,LSOA,Birmingham 067C,2011,50.0,170.0,130.0,100.0,560.0,20
126,E01009518,LSOA,Birmingham 067D,2011,10.0,240.0,140.0,60.0,660.0,0
127,E01009521,LSOA,Birmingham 067E,2011,0.0,60.0,60.0,130.0,810.0,0
128,E02001894,MSOA,Birmingham 068,2011,20.0,6040.0,70.0,410.0,450.0,90
129,E01008995,LSOA,Birmingham 068A,2011,0.0,690.0,40.0,100.0,120.0,30
130,E01009142,LSOA,Birmingham 068B,2011,0.0,3060.0,0.0,0.0,0.0,10
131,E01009149,LSOA,Birmingham 068C,2011,20.0,1420.0,0.0,190.0,210.0,10
132,E01009378,LSOA,Birmingham 068D,2011,0.0,870.0,20.0,110.0,120.0,40
133,E02001895,MSOA,Birmingham 069,2011,210.0,550.0,110.0,1080.0,2540.0,10
134,E01009302,LSOA,Birmingham 069A,2011,30.0,120.0,60.0,110.0,720.0,0
135,E01009314,LSOA,Birmingham 069B,2011,0.0,100.0,20.0,70.0,830.0,10
136,E01009321,LSOA,Birmingham 069C,2011,80.0,140.0,0.0,370.0,260.0,0
137,E01009322,LSOA,Birmingham 069D,2011,40.0,150.0,0.0,340.0,150.0,0
138,E01009323,LSOA,Birmingham 069E,2011,70.0,40.0,0.0,200.0,530.0,0
139,E02001896,MSOA,Birmingham 070,2011,10.0,420.0,20.0,2010.0,150.0,0
140,E01009329,LSOA,Birmingham 070A,2011,0.0,180.0,0.0,490.0,10.0,0
141,E01009334,LSOA,Birmingham 070B,2011,0.0,70.0,0.0,340.0,20.0,0
142,E01009337,LSOA,Birmingham 070C,2011,0.0,60.0,0.0,430.0,20.0,0
143,E01009338,LSOA,Birmingham 070D,2011,10.0,40.0,0.0,360.0,40.0,0
144,E01009380,LSOA,Birmingham 070E,2011,0.0,80.0,0.0,390.0,40.0,0
145,E02001897,MSOA,Birmingham 071,2011,60.0,1500.0,20.0,1050.0,260.0,80
146,E01009362,LSOA,Birmingham 071A,2011,20.0,350.0,0.0,100.0,40.0,0
147,E01009363,LSOA,Birmingham 071B,2011,20.0,190.0,0.0,350.0,20.0,0
148,E01009364,LSOA,Birmingham 071C,2011,0.0,370.0,0.0,90.0,20.0,10
149,E01009365,LSOA,Birmingham 071D,2011,0.0,230.0,0.0,260.0,90.0,30
150,E01009379,LSOA,Birmingham 071E,2011,20.0,340.0,0.0,260.0,80.0,40
151,E02001898,MSOA,Birmingham 072,2011,210.0,250.0,510.0,70.0,3570.0,10
152,E01009312,LSOA,Birmingham 072A,2011,10.0,60.0,340.0,0.0,720.0,0
153,E01009324,LSOA,Birmingham 072B,2011,190.0,40.0,40.0,50.0,860.0,0
154,E01009519,LSOA,Birmingham 072C,2011,0.0,10.0,40.0,10.0,980.0,0
155,E01009520,LSOA,Birmingham 072D,2011,10.0,130.0,80.0,0.0,1000.0,10
156,E02001899,MSOA,Birmingham 073,2011,100.0,480.0,1700.0,670.0,2240.0,30
157,E01009066,LSOA,Birmingham 073A,2011,20.0,170.0,650.0,0.0,170.0,0
158,E01009070,LSOA,Birmingham 073B,2011,10.0,140.0,140.0,90.0,760.0,10
159,E01009252,LSOA,Birmingham 073C,2011,10.0,40.0,240.0,360.0,220.0,0
160,E01009260,LSOA,Birmingham 073D,2011,40.0,120.0,570.0,90.0,220.0,30
161,E01009261,LSOA,Birmingham 073E,2011,20.0,20.0,120.0,140.0,860.0,0
162,E02001900,MSOA,Birmingham 074,2011,70.0,1620.0,650.0,520.0,740.0,20
163,E01009348,LSOA,Birmingham 047A,2011,0.0,150.0,0.0,640.0,80.0,20
164,E01009358,LSOA,Birmingham 047B,2011,0.0,290.0,20.0,360.0,170.0,0
165,E01009359,LSOA,Birmingham 047C,2011,0.0,60.0,0.0,590.0,130.0,20
166,E01009360,LSOA,Birmingham 047D,2011,10.0,190.0,0.0,620.0,150.0,10
167,E01009361,LSOA,Birmingham 047E,2011,10.0,90.0,0.0,720.0,20.0,0
168,E02001874,MSOA,Birmingham 048,2011,20.0,690.0,40.0,1370.0,1170.0,80
169,E01009478,LSOA,Birmingham 048A,2011,0.0,230.0,0.0,210.0,340.0,50
170,E01009479,LSOA,Birmingham 048B,2011,10.0,70.0,0.0,390.0,290.0,10
171,E01009482,LSOA,Birmingham 048C,2011,0.0,160.0,0.0,300.0,90.0,0
172,E01009484,LSOA,Birmingham 048D,2011,10.0,210.0,0.0,240.0,70.0,0
173,E01009485,LSOA,Birmingham 048E,2011,0.0,20.0,20.0,240.0,390.0,20
174,E02001875,MSOA,Birmingham 049,2011,30.0,1920.0,20.0,1110.0,190.0,110
175,E01008906,LSOA,Birmingham 049A,2011,10.0,40.0,0.0,420.0,10.0,10
176,E01008911,LSOA,Birmingham 049B,2011,10.0,370.0,0.0,150.0,90.0,10
177,E01008912,LSOA,Birmingham 049C,2011,10.0,1160.0,0.0,140.0,90.0,80
178,E01009347,LSOA,Birmingham 049D,2011,10.0,340.0,0.0,400.0,20.0,0
179,E02001876,MSOA,Birmingham 050,2011,50.0,2970.0,0.0,640.0,110.0,30
180,E01008910,LSOA,Birmingham 050A,2011,10.0,330.0,0.0,310.0,10.0,0
181,E01008913,LSOA,Birmingham 050B,2011,20.0,430.0,0.0,240.0,50.0,0
182,E01008914,LSOA,Birmingham 050C,2011,0.0,930.0,0.0,40.0,50.0,10
183,E01009191,LSOA,Birmingham 050D,2011,10.0,1290.0,0.0,60.0,0.0,20
184,E02001877,MSOA,Birmingham 051,2011,0.0,440.0,60.0,2060.0,820.0,70
185,E01009483,LSOA,Birmingham 051B,2011,0.0,70.0,0.0,420.0,40.0,10
186,E01009488,LSOA,Birmingham 051C,2011,0.0,130.0,20.0,390.0,440.0,0
187,E01009489,LSOA,Birmingham 051D,2011,0.0,50.0,0.0,400.0,120.0,10
188,E01009491,LSOA,Birmingham 051E,2011,0.0,70.0,0.0,400.0,50.0,10
189,E02001878,MSOA,Birmingham 052,2011,20.0,890.0,60.0,1380.0,620.0,80
190,E01009190,LSOA,Birmingham 052A,2011,0.0,40.0,0.0,340.0,0.0,20
191,E01009192,LSOA,Birmingham 052B,2011,0.0,20.0,0.0,520.0,140.0,10
192,E01009193,LSOA,Birmingham 052C,2011,0.0,40.0,0.0,310.0,110.0,20
193,E01009199,LSOA,Birmingham 052D,2011,10.0,310.0,40.0,70.0,250.0,10
194,E01009204,LSOA,Birmingham 052E,2011,10.0,490.0,0.0,120.0,120.0,30
195,E02001879,MSOA,Birmingham 053,2011,20.0,640.0,90.0,2030.0,500.0,80
196,E01009151,LSOA,Birmingham 053A,2011,0.0,20.0,0.0,590.0,0.0,0
197,E01009152,LSOA,Birmingham 053B,2011,0.0,190.0,20.0,290.0,80.0,50
198,E01009153,LSOA,Birmingham 053C,2011,10.0,270.0,0.0,460.0,180.0,20
199,E01009345,LSOA,Birmingham 053D,2011,10.0,80.0,0.0,400.0,50.0,0
200,E01009346,LSOA,Birmingham 053E,2011,0.0,70.0,70.0,300.0,190.0,0
201,E02001880,MSOA,Birmingham 054,2011,70.0,280.0,20.0,1960.0,2080.0,10
202,E01009092,LSOA,Birmingham 054A,2011,30.0,40.0,0.0,330.0,350.0,0
203,E01009093,LSOA,Birmingham 054B,2011,0.0,60.0,0.0,490.0,190.0,0
204,E01009094,LSOA,Birmingham 054C,2011,10.0,70.0,0.0,320.0,250.0,0
205,E01009298,LSOA,Birmingham 054D,2011,0.0,50.0,0.0,400.0,260.0,0
206,E01009311,LSOA,Birmingham 054E,2011,0.0,20.0,0.0,340.0,410.0,0
207,E01009511,LSOA,Birmingham 054F,2011,30.0,50.0,0.0,90.0,610.0,0
208,E02001881,MSOA,Birmingham 055,2011,20.0,440.0,20.0,2020.0,990.0,10
209,E01009475,LSOA,Birmingham 055A,2011,0.0,40.0,0.0,470.0,180.0,0
210,E01009476,LSOA,Birmingham 055B,2011,10.0,110.0,0.0,380.0,120.0,0
211,E01009477,LSOA,Birmingham 055C,2011,0.0,20.0,0.0,480.0,140.0,0
212,E01009490,LSOA,Birmingham 055D,2011,20.0,190.0,0.0,270.0,390.0,0
213,E01009492,LSOA,Birmingham 055E,2011,0.0,60.0,0.0,410.0,160.0,0
214,E02001882,MSOA,Birmingham 056,2011,60.0,930.0,260.0,850.0,2280.0,40
215,E01009095,LSOA,Birmingham 056A,2011,0.0,60.0,20.0,250.0,650.0,0
216,E01009507,LSOA,Birmingham 056B,2011,0.0,250.0,40.0,130.0,310.0,40
217,E01009508,LSOA,Birmingham 056C,2011,10.0,140.0,80.0,140.0,540.0,0
218,E01009509,LSOA,Birmingham 056D,2011,10.0,200.0,40.0,110.0,560.0,0
219,E01009510,LSOA,Birmingham 056E,2011,30.0,290.0,80.0,230.0,220.0,0
220,E02001883,MSOA,Birmingham 057,2011,170.0,970.0,60.0,1820.0,1170.0,0
221,E01009297,LSOA,Birmingham 057A,2011,100.0,170.0,20.0,310.0,300.0,0
222,E01009299,LSOA,Birmingham 057B,2011,30.0,60.0,0.0,370.0,300.0,0
223,E01009300,LSOA,Birmingham 057C,2011,0.0,170.0,0.0,380.0,320.0,0
224,E01009301,LSOA,Birmingham 057D,2011,0.0,390.0,0.0,330.0,100.0,0
225,E01009303,LSOA,Birmingham 057E,2011,30.0,160.0,20.0,430.0,130.0,0
226,E02001884,MSOA,Birmingham 058,2011,10.0,90.0,80.0,2020.0,670.0,10
227,E01009195,LSOA,Birmingham 058A,2011,10.0,30.0,0.0,550.0,140.0,0
228,E01009196,LSOA,Birmingham 058B,2011,0.0,30.0,0.0,850.0,90.0,0
229,E01009197,LSOA,Birmingham 058C,2011,0.0,20.0,60.0,230.0,360.0,0
230,E01009198,LSOA,Birmingham 058D,2011,0.0,20.0,0.0,400.0,80.0,0
231,E02001885,MSOA,Birmingham 059,2011,40.0,9710.0,0.0,600.0,50.0,90
232,E01009141,LSOA,Birmingham 059A,2011,0.0,680.0,0.0,100.0,20.0,20
233,E01009143,LSOA,Birmingham 059B,2011,10.0,560.0,0.0,80.0,10.0,10
234,E01009144,LSOA,Birmingham 059C,2011,40.0,1550.0,0.0,240.0,20.0,0
235,E01009146,LSOA,Birmingham 059D,2011,0.0,1080.0,0.0,0.0,0.0,30
236,E01009148,LSOA,Birmingham 059E,2011,0.0,2240.0,0.0,120.0,0.0,20
237,E01009150,LSOA,Birmingham 059F,2011,0.0,3580.0,0.0,40.0,0.0,20
238,E02001886,MSOA,Birmingham 060,2011,30.0,750.0,920.0,950.0,1690.0,90
239,E01009138,LSOA,Birmingham 060A,2011,0.0,30.0,60.0,380.0,240.0,0
240,E01009139,LSOA,Birmingham 060B,2011,0.0,60.0,40.0,380.0,200.0,0
241,E01009140,LSOA,Birmingham 060C,2011,10.0,190.0,330.0,40.0,540.0,40
242,E01009145,LSOA,Birmingham 060D,2011,0.0,180.0,280.0,140.0,400.0,20
243,E01009147,LSOA,Birmingham 060E,2011,0.0,290.0,230.0,10.0,330.0,30
244,E02001887,MSOA,Birmingham 061,2011,0.0,640.0,80.0,1290.0,190.0,40
245,E01009200,LSOA,Birmingham 061A,2011,0.0,320.0,80.0,190.0,100.0,10
246,E01009332,LSOA,Birmingham 061B,2011,0.0,170.0,0.0,340.0,40.0,20
247,E01009333,LSOA,Birmingham 061C,2011,0.0,20.0,0.0,420.0,0.0,0
248,E01009344,LSOA,Birmingham 061D,2011,0.0,130.0,0.0,330.0,30.0,10
249,E02001888,MSOA,Birmingham 062,2011,70.0,360.0,100.0,1110.0,1590.0,30
250,E01009512,LSOA,Birmingham 062A,2011,20.0,10.0,0.0,410.0,330.0,10
251,E01009514,LSOA,Birmingham 062B,2011,10.0,220.0,0.0,210.0,320.0,0
252,E01009516,LSOA,Birmingham 062C,2011,20.0,60.0,80.0,210.0,370.0,10
253,E01009517,LSOA,Birmingham 062D,2011,30.0,60.0,0.0,300.0,550.0,10
254,E01009327,LSOA,Birmingham 065A,2011,0.0,20.0,0.0,420.0,0.0,0
255,E01009328,LSOA,Birmingham 065B,2011,0.0,40.0,0.0,510.0,0.0,0
256,E01009331,LSOA,Birmingham 065C,2011,0.0,10.0,0.0,560.0,0.0,0
257,E01009335,LSOA,Birmingham 065D,2011,0.0,20.0,0.0,480.0,0.0,0
258,E02001892,MSOA,Birmingham 066,2011,10.0,830.0,20.0,2180.0,1050.0,10
259,E01008882,LSOA,Birmingham 066A,2011,10.0,150.0,0.0,370.0,200.0,0
260,E01008896,LSOA,Birmingham 066B,2011,0.0,50.0,0.0,470.0,120.0,0
261,E01008898,LSOA,Birmingham 066C,2011,10.0,90.0,0.0,470.0,20.0,0
262,E01009326,LSOA,Birmingham 066D,2011,0.0,40.0,0.0,380.0,260.0,0
263,E01009104,LSOA,Birmingham 028E,2011,0.0,110.0,0.0,430.0,260.0,0
264,E02001855,MSOA,Birmingham 029,2011,120.0,1240.0,110.0,2140.0,1240.0,20
265,E01009096,LSOA,Birmingham 029A,2011,20.0,280.0,0.0,440.0,70.0,10
266,E01009097,LSOA,Birmingham 029B,2011,50.0,170.0,20.0,390.0,260.0,0
267,E01009099,LSOA,Birmingham 029C,2011,10.0,340.0,20.0,430.0,40.0,0
268,E01009101,LSOA,Birmingham 029D,2011,30.0,100.0,40.0,320.0,260.0,10
269,E01009103,LSOA,Birmingham 029E,2011,10.0,200.0,0.0,310.0,220.0,0
270,E01009049,LSOA,Birmingham 032A,2011,20.0,120.0,120.0,130.0,520.0,10
271,E01009056,LSOA,Birmingham 032B,2011,0.0,340.0,140.0,160.0,330.0,20
272,E01009263,LSOA,Birmingham 032C,2011,0.0,250.0,180.0,180.0,220.0,10
273,E01009264,LSOA,Birmingham 032D,2011,0.0,510.0,20.0,60.0,60.0,20
274,E01009265,LSOA,Birmingham 032E,2011,10.0,120.0,180.0,210.0,380.0,10
275,E02001859,MSOA,Birmingham 033,2011,30.0,450.0,100.0,2000.0,930.0,50
276,E01009051,LSOA,Birmingham 033A,2011,0.0,50.0,20.0,360.0,130.0,40
277,E01009053,LSOA,Birmingham 033B,2011,0.0,50.0,0.0,440.0,0.0,0
278,E01009054,LSOA,Birmingham 033C,2011,0.0,0.0,40.0,230.0,420.0,0
279,E01009058,LSOA,Birmingham 033D,2011,0.0,30.0,0.0,450.0,100.0,0
280,E01009061,LSOA,Birmingham 033E,2011,0.0,60.0,0.0,390.0,20.0,10
281,E01009239,LSOA,Birmingham 033F,2011,20.0,250.0,40.0,150.0,260.0,0
282,E02001860,MSOA,Birmingham 034,2011,20.0,240.0,140.0,2040.0,1000.0,70
283,E01009266,LSOA,Birmingham 034A,2011,0.0,50.0,60.0,510.0,60.0,10
284,E01009269,LSOA,Birmingham 034B,2011,0.0,20.0,0.0,460.0,180.0,0
285,E01009270,LSOA,Birmingham 034C,2011,10.0,100.0,40.0,410.0,110.0,60
286,E01009271,LSOA,Birmingham 034D,2011,0.0,10.0,20.0,410.0,220.0,0
287,E01009273,LSOA,Birmingham 034E,2011,0.0,60.0,20.0,260.0,390.0,0
288,E02001861,MSOA,Birmingham 035,2011,0.0,950.0,120.0,1720.0,830.0,160
289,E01009050,LSOA,Birmingham 035A,2011,0.0,200.0,0.0,370.0,120.0,40
290,E01009052,LSOA,Birmingham 035B,2011,0.0,170.0,40.0,240.0,270.0,10
291,E01009055,LSOA,Birmingham 035C,2011,0.0,110.0,20.0,220.0,40.0,20
292,E01009057,LSOA,Birmingham 035D,2011,0.0,160.0,40.0,320.0,210.0,40
293,E01009059,LSOA,Birmingham 035E,2011,0.0,170.0,20.0,300.0,120.0,50
294,E01009060,LSOA,Birmingham 035F,2011,0.0,140.0,20.0,280.0,80.0,0
295,E02001862,MSOA,Birmingham 036,2011,10.0,410.0,80.0,2080.0,1700.0,30
296,E01009268,LSOA,Birmingham 036A,2011,0.0,0.0,40.0,60.0,720.0,0
297,E01009272,LSOA,Birmingham 036B,2011,0.0,50.0,0.0,200.0,480.0,0
298,E01009274,LSOA,Birmingham 036C,2011,0.0,210.0,40.0,400.0,250.0,20
299,E01009349,LSOA,Birmingham 036D,2011,0.0,30.0,0.0,530.0,110.0,10
300,E01009351,LSOA,Birmingham 036E,2011,0.0,20.0,0.0,520.0,60.0,0
301,E01009354,LSOA,Birmingham 036F,2011,10.0,90.0,0.0,360.0,90.0,0
